trackName,artist,date,region
Something Just Like This,The Chainsmokers,3/1/17,sg
Something Just Like This,The Chainsmokers,4/1/17,sg
Despacito - Remix,Luis Fonsi,5/1/17,sg
Despacito - Remix,Luis Fonsi,6/1/17,sg
Despacito - Remix,Luis Fonsi,7/1/17,sg
Despacito - Remix,Luis Fonsi,8/1/17,sg
Look What You Made Me Do,Taylor Swift,9/1/17,sg
Too Good At Goodbyes - Edit,Sam Smith,10/1/17,sg
Havana,Camila Cabello,11/1/17,sg
Wolves,Selena Gomez,12/1/17,sg
Starboy,The Weeknd,1/1/17,sk
Shape of You,Ed Sheeran,2/1/17,sk
Shape of You,Ed Sheeran,3/1/17,sk
Shape of You,Ed Sheeran,4/1/17,sk
Despacito - Remix,Luis Fonsi,5/1/17,sk
Despacito - Remix,Luis Fonsi,6/1/17,sk
Thunder,Imagine Dragons,7/1/17,sk
Thunder,Imagine Dragons,8/1/17,sk
Look What You Made Me Do,Taylor Swift,9/1/17,sk
rockstar,Post Malone,10/1/17,sk
Havana,Camila Cabello,11/1/17,sk
rockstar,Post Malone,12/1/17,sk
ReggaetÃ³n Lento (Bailemos),CNCO,1/1/17,sv
Despacito (Featuring Daddy Yankee),Luis Fonsi,2/1/17,sv
Despacito (Featuring Daddy Yankee),Luis Fonsi,3/1/17,sv
Despacito (Featuring Daddy Yankee),Luis Fonsi,4/1/17,sv
Felices los 4,Maluma,5/1/17,sv
Felices los 4,Maluma,6/1/17,sv
Felices los 4,Maluma,7/1/17,sv
Mi Gente,J Balvin,8/1/17,sv
Mi Gente,J Balvin,9/1/17,sv
Mayores,Becky G,10/1/17,sv
Criminal,Natti Natasha,11/1/17,sv
Sensualidad,Bad Bunny,12/1/17,sv
Gece GÃ¶lgenin RahatÄ±na Bak,Ã‡aÄŸatay Akman,1/1/17,tr
Shape of You,Ed Sheeran,2/1/17,tr
Shape of You,Ed Sheeran,3/1/17,tr
Shape of You,Ed Sheeran,4/1/17,tr
Shape of You,Ed Sheeran,5/1/17,tr
Shape of You,Ed Sheeran,6/1/17,tr
Despacito - Remix,Luis Fonsi,7/1/17,tr
Sen Olsan Bari,Aleyna Tilki,8/1/17,tr
Sen Olsan Bari,Aleyna Tilki,9/1/17,tr
New Rules,Dua Lipa,10/1/17,tr
EteÄŸi Belinde,ManuÅŸ Baba,11/1/17,tr
Ä°mkansÄ±zÄ±m,Ezhel,12/1/17,tr
Closer,The Chainsmokers,1/1/17,tw
Shape of You,Ed Sheeran,2/1/17,tw
Something Just Like This,The Chainsmokers,3/1/17,tw
Something Just Like This,The Chainsmokers,4/1/17,tw
Something Just Like This,The Chainsmokers,5/1/17,tw
Something Just Like This,The Chainsmokers,6/1/17,tw
é­šä»” - é›»è¦–åŠ‡<èŠ±ç”²ç”·å­©è½‰å¤§äºº>ä¸»é¡Œæ›²,Crowd Lu,7/1/17,tw
é­šä»” - é›»è¦–åŠ‡<èŠ±ç”²ç”·å­©è½‰å¤§äºº>ä¸»é¡Œæ›²,Crowd Lu,8/1/17,tw
Look What You Made Me Do,Taylor Swift,9/1/17,tw
Look What You Made Me Do,Taylor Swift,10/1/17,tw
Wolves,Selena Gomez,11/1/17,tw
Wolves,Selena Gomez,12/1/17,tw
Bad and Boujee (feat. Lil Uzi Vert),Migos,1/1/17,us
Bad and Boujee (feat. Lil Uzi Vert),Migos,2/1/17,us
Shape of You,Ed Sheeran,3/1/17,us
HUMBLE.,Kendrick Lamar,4/1/17,us
HUMBLE.,Kendrick Lamar,5/1/17,us
HUMBLE.,Kendrick Lamar,6/1/17,us
Despacito - Remix,Luis Fonsi,7/1/17,us
Unforgettable,French Montana,8/1/17,us
Look What You Made Me Do,Taylor Swift,9/1/17,us
rockstar,Post Malone,10/1/17,us
rockstar,Post Malone,11/1/17,us
rockstar,Post Malone,12/1/17,us
Cuando Se Pone a Bailar,Rombai,1/1/17,uy
Despacito (Featuring Daddy Yankee),Luis Fonsi,2/1/17,uy
Despacito (Featuring Daddy Yankee),Luis Fonsi,3/1/17,uy
Despacito (Featuring Daddy Yankee),Luis Fonsi,4/1/17,uy
Despacito - Remix,Luis Fonsi,5/1/17,uy
Felices los 4,Maluma,6/1/17,uy
Felices los 4,Maluma,7/1/17,uy
Mi Gente,J Balvin,8/1/17,uy
Mi Gente,J Balvin,9/1/17,uy
Criminal,Natti Natasha,10/1/17,uy
Criminal,Natti Natasha,11/1/17,uy
Ã‰chame La Culpa,Luis Fonsi,12/1/17,uy
